3eC5 	 [1.70196041e-05 4.51111138e-01 1.70198469e-05 2.40265730e-01] 
3eC5 	 [2.76298558e-07 7.72711382e+01 1.70201387e-05 6.83115575e-01] 
22mC4 	 [4.20932474e-06 1.43551140e+00 1.12940393e-07 9.56018955e-02] 
24mC5 	 [6.61090782e-08 1.32727868e+03 2.68488768e-06 6.44831878e-01] 
C6 	 [nan nan nan nan] 
2mC6 	 [3.19861539e-05 5.17333356e-01 3.19860033e-05 1.75338142e-01] 
3mC6 	 [7.30035216e-07 7.46581251e+01 2.57769716e-05 6.77232800e-01] 
3mC5 	 [3.63812383e-06 1.10805998e+04 2.18372832e-02 3.42822571e-01] 
2mC5 	 [4.65782684e-07 1.86956389e+03 1.35396814e-05 6.70701823e-01] 
